Price,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Last Sold Year,Last Sold For,Address,City,State,Zipcode,Address Full
224900.0,1015.0,-104.86501,38.834293,4020.0,2.0,1.0,1956.0,2019.0,125000.0," 2310 Busch Ave Colorado Springs, CO 80904 ",Colorado Springs,CO,80904.0,"2310 Busch Ave, Colorado Springs, CO 80904"
490000.0,1975.0,-82.52506,27.92375,8541.0,4.0,2.0,1973.0,2001.0,142500.0," 2303 S San Jose Cir Tampa, FL 33629 ",Tampa,FL,33629.0,"2303 S San Jose Cir, Tampa, FL 33629"
170000.0,2503.0,-98.3818,29.595865,8886.0,3.0,3.0,1985.0,2019.0,125000.0," 17003 Vista Briar Dr San Antonio, TX 78247 ",San Antonio,TX,78247.0,"17003 Vista Briar Dr, San Antonio, TX 78247"
164950.0,1864.0,-96.68158,40.81545,7405.0,3.0,2.0,1926.0,2006.0,26000.0," 2727 Q St Lincoln, NE 68503 ",Lincoln,NE,68503.0,"2727 Q St, Lincoln, NE 68503"
395000.0,1305.0,-104.93199,39.653236,8330.0,2.0,1.0,1953.0,2016.0,256000.0," 3499 S Dahlia St Denver, CO 80222 ",Denver,CO,80222.0,"3499 S Dahlia St, Denver, CO 80222"
492500.0,2562.0,-95.503044,29.727385,9374.0,4.0,3.0,1966.0,2019.0,125000.0," 7607 Skyline Dr Houston, TX 77063 ",Houston,TX,77063.0,"7607 Skyline Dr, Houston, TX 77063"
1050000.0,3300.0,-84.41638,33.836918,30927.6,4.0,3.0,1973.0,2016.0,700000.0," 3149 Rockingham Dr NW Atlanta, GA 30327 ",Atlanta,GA,30327.0,"3149 Rockingham Dr NW, Atlanta, GA 30327"
369950.0,2994.0,-77.5797,37.4383,40510.8,4.0,2.0,1971.0,2017.0,230000.0," 3918 Oxbridge Rd Richmond, VA 23236 ",Richmond,VA,23236.0,"3918 Oxbridge Rd, Richmond, VA 23236"
235000.0,2170.0,-95.10381,29.568893,6229.0,4.0,3.0,1978.0,2019.0,125000.0," 2358 College Green Dr Houston, TX 77058 ",Houston,TX,77058.0,"2358 College Green Dr, Houston, TX 77058"
362500.0,2325.0,-114.97386,36.054626,4691.0,3.0,3.0,2017.0,2017.0,309990.0," 378 Ambitious St Henderson, NV 89011 ",Henderson,NV,89011.0,"378 Ambitious St, Henderson, NV 89011"
1649000.0,2763.0,-122.291336,47.61555,3519.0,4.0,4.0,2019.0,2019.0,125000.0," 1624 32nd Ave Seattle, WA 98122 ",Seattle,WA,98122.0,"1624 32nd Ave, Seattle, WA 98122"
769900.0,4544.0,-87.92883,43.154083,205603.19999999998,4.0,6.0,1985.0,2003.0,695000.0," 1375 W Calumet Ct Milwaukee, WI 53217 ",Milwaukee,WI,53217.0,"1375 W Calumet Ct, Milwaukee, WI 53217"
124896.0,1584.0,-87.77153,41.89129,4720.0,4.0,1.5,1885.0,2004.0,158000.0," 5838 W Ohio St Chicago, IL 60644 ",Chicago,IL,60644.0,"5838 W Ohio St, Chicago, IL 60644"
480000.0,4364.0,-104.81226,39.034054,13068.0,4.0,3.0,2005.0,2006.0,370024.0," 850 Coyote Willow Dr Colorado Springs, CO 80921 ",Colorado Springs,CO,80921.0,"850 Coyote Willow Dr, Colorado Springs, CO 80921"
274000.0,990.0,-78.62074,35.79926,10454.0,2.0,1.0,1950.0,2014.0,133000.0," 212 Myers Ave Raleigh, NC 27604 ",Raleigh,NC,27604.0,"212 Myers Ave, Raleigh, NC 27604"
304900.0,2591.0,-110.99514,32.392193,7046.0,4.0,3.0,2000.0,2001.0,169207.0," 10229 N Pitchingwedge Ln Tucson, AZ 85737 ",Tucson,AZ,85737.0,"10229 N Pitchingwedge Ln, Tucson, AZ 85737"
299750.0,1124.0,-80.08786,40.32027,18730.8,4.0,3.0,1947.0,2017.0,87500.0," 2496 Washington Rd Pittsburgh, PA 15241 ",Pittsburgh,PA,15241.0,"2496 Washington Rd, Pittsburgh, PA 15241"
126000.0,2088.0,-81.56268,41.512215,7500.0,3.0,2.0,1920.0,2019.0,120000.0," 3274 Beechwood Ave Cleveland, OH 44118 ",Cleveland,OH,44118.0,"3274 Beechwood Ave, Cleveland, OH 44118"
399000.0,715.0,-118.312065,34.064384,33976.8,1.0,1.0,1987.0,2010.0,215000.0," 533 S Saint Andrews Pl #305 Los Angeles, CA 90020 ",Los Angeles,CA,90020.0,"533 S Saint Andrews Pl #305, Los Angeles, CA 90020"
615000.0,4270.0,-93.19644,45.211285,10000.0,5.0,5.0,2018.0,2018.0,285000.0," 2903 132nd Ave NE Blaine, MN 55449 ",Blaine,MN,55449.0,"2903 132nd Ave NE, Blaine, MN 55449"
173941.0,1749.0,-83.66665825,41.67475765,10600.0,3.0,1.0,1954.0,2015.0,132500.0," 2936 Redington Woods Rd Toledo, OH 43615 ",Toledo,OH,43615.0,"2936 Redington Woods Rd, Toledo, OH 43615"
